,qid,docid,rating,bm25,passage_length,c,df,cf,idf,c_idf
3793,885103,6077388,0,0.0,505,0,957161,1206737,9.099245025724233,0.0
3794,874791,8142488,0,0.0,498,0,1142516,1393064,6.542593748717136,0.0
3795,659022,4461470,0,0.0,315,0,1183486,1481338,14.97713431486831,0.0
3796,917415,8050189,0,0.0,225,0,938617,1246957,14.842353311419908,0.0
3797,1171938,2170634,0,0.0,320,0,35406,47381,21.14328804553085,0.0
3798,1017905,4783223,0,1.1977086067199707,314,1,1615221,1967341,18.747797821689122,107.83978987857174
3799,83319,4246268,0,0.0,411,0,347593,464625,16.524443782352055,0.0
3800,870044,7159333,0,0.0,311,0,775730,1018354,9.983799562947874,0.0
3801,606450,6888120,0,0.0,217,0,723529,970257,12.459499210414599,0.0
3802,605301,1870587,0,0.0,354,0,726889,975277,10.02887352091204,0.0
3803,986154,3488966,0,0.0,534,0,431812,541173,12.64608925346366,0.0
3804,546571,1223823,0,0.0,295,0,90488,153720,9.144483031496335,0.0
3805,1167825,909928,0,0.0,130,0,152320,257230,16.85975435283446,0.0
3806,446683,8337675,0,0.0,289,0,323202,440997,22.418780742930682,0.0
3807,735723,431560,0,0.0,302,0,1670637,2078314,11.094960400922375,0.0
3808,1181320,7068507,0,0.859699010848999,253,1,3899818,5072317,13.881186413657744,53.71397750508714
3809,428942,3964250,0,0.0,309,0,27578,42461,14.388851249387486,0.0
3810,318337,1520846,0,0.0,304,0,1304738,1634968,12.364840115051903,0.0
3811,338329,8462712,0,0.0,187,0,603326,790341,10.611039091633941,0.0
3812,986297,8076344,0,0.0,319,0,305686,352787,6.659231330828954,0.0
3813,855470,4316214,0,0.0,180,0,604533,743661,13.30149246502669,0.0
3814,43093,6594370,0,0.0,579,0,503174,889054,18.04190786845689,0.0
3815,1170981,5297248,0,0.0,257,0,1181808,1658953,6.515652828788991,0.0
3816,7263,1164931,0,0.7723832130432129,401,1,3844493,4946054,14.371095853275481,55.84985385605715
3817,27360,977253,0,0.0,210,0,237033,281582,15.904079092779558,0.0
3818,918108,2727118,0,0.0,604,0,1383671,1686666,12.77927003767041,0.0
3819,1045916,3397543,0,0.0,328,0,720670,875163,12.781098350004887,0.0
3820,358606,1891014,0,0.0,251,0,2914214,3798935,10.39465614927481,0.0
3821,846748,5692292,0,0.0,366,0,544011,665488,10.902266325171627,0.0
3822,676045,1015934,0,0.0,562,0,546182,668615,8.17262202240613,0.0
3823,633058,7959612,0,0.0,237,0,1170610,1524315,11.351845686918818,0.0
3824,997926,501243,0,2.8274691104888916,316,1,487165,584780,15.267408057241832,27.692845449098293
3825,994929,2196744,0,0.0,296,0,2685435,3984496,15.792346023866477,0.0
3826,525662,578790,0,0.0,261,0,905923,1165998,30.33311892540958,0.0
3827,995388,6902375,0,0.0,174,0,657195,793976,12.350294922794548,0.0
3828,735615,1139300,0,0.0,493,0,543495,664709,5.452042604288961,0.0
3829,1012887,1126258,0,0.0,314,0,2324137,2942759,13.18483760400201,0.0
3830,287308,6476683,0,0.0,186,0,1098306,1369329,10.657663159600528,0.0
3831,668386,552456,0,1.9289941787719727,305,2,926769,1128782,7.024734250355087,29.26181233805356
3832,973914,8389254,0,0.0,289,0,995499,1205873,12.968292645080252,0.0
3833,656863,4002676,0,0.0,255,0,1395170,1749849,13.460073514097648,0.0
3834,6839,822944,0,0.0,518,0,805891,984823,7.733398221793127,0.0
3835,269707,2913746,0,0.0,562,0,1119967,1504799,13.040250171819842,0.0
3836,362328,1940601,0,2.138699531555176,304,3,1129021,1446142,12.459009872114251,136.77638889715612
3837,864516,2358509,0,0.0,225,0,2264656,3903287,7.286646304352568,0.0
3838,307649,3022038,0,0.0,382,0,1548019,1956764,9.76333669849177,0.0
3839,175427,5211331,0,0.0,464,0,861186,1265430,19.501008173013226,0.0
3840,58461,7964172,0,0.0,337,0,541391,676070,18.300078258113267,0.0
3841,326653,1708982,0,0.0,307,0,989792,1284582,11.245777917029015,0.0
3842,254776,3772974,0,0.0,266,0,1584366,1963758,11.539274606083337,0.0
3843,779827,3556149,0,0.0,512,0,906149,1138165,9.735140705878862,0.0
3844,650924,4542935,0,0.0,386,0,1589151,2299358,10.249930650025576,0.0
3845,433861,2328731,0,0.0,393,0,360145,454029,19.951265587228427,0.0
3846,811625,548447,0,0.0,183,0,736982,956210,7.61906478851316,0.0
3847,812256,6182408,0,0.0,491,0,711785,889218,5.161798979285502,0.0
3848,885798,1530085,0,3.2962756156921387,298,2,3040732,5264037,10.980984691209319,77.50175539848561
3849,661880,3726779,0,0.0,480,0,2339238,3413189,12.990875281242628,0.0
3850,1032699,8497786,0,0.0,262,0,479578,581275,5.717153764240101,0.0
3851,671093,5583160,0,0.0,295,0,2375977,3193460,11.017806735075766,0.0
3852,182388,2268256,0,0.0,316,0,85948,122758,15.055595493665484,0.0
3853,996364,432999,0,0.0,543,0,730038,894581,14.593357196273015,0.0
3854,165941,5791103,0,0.0,401,0,544155,776090,15.666028098250498,0.0
3855,325024,2190554,0,0.0,609,0,1825582,2245942,13.951978886405307,0.0
3856,643254,3724913,0,0.0,155,0,1195907,1529553,9.181574807045385,0.0
3857,579012,4217324,0,0.0,275,0,1033577,1282518,14.170216011721141,0.0
3858,440208,2318703,0,0.0,422,0,136641,179315,12.545903121053238,0.0
3859,98038,6942979,0,0.0,413,0,214181,256484,11.28559296283803,0.0
3860,1061019,3536040,0,0.0,354,0,367252,537122,19.148957670685654,0.0
3861,447118,1956141,0,0.0,297,0,1960458,3581056,9.995224227484297,0.0
3862,466000,8479196,0,0.0,280,0,210471,251627,24.148745680597514,0.0
3863,807994,688147,0,0.0,207,0,710104,896397,10.104053466468379,0.0
3864,278803,2881766,0,0.0,371,0,2049686,2967325,10.932040620423594,0.0
3865,852765,615000,0,0.0,300,0,933009,1288176,12.632782209811179,0.0
3866,20558,4595496,0,0.0,208,0,280764,542956,16.88673668530965,0.0
3867,415070,6344573,0,0.0,207,0,650526,878779,27.884445652323734,0.0
3868,944083,3597219,0,1.3698687553405762,538,1,2965752,4227054,9.443662710799966,39.59566809070381
3869,692558,5202092,0,0.0,536,0,546646,670158,5.445881902788027,0.0
3870,289881,7678008,0,0.0,166,0,1672723,2094038,9.448315759054816,0.0
3871,604136,7475321,0,4.602311134338379,319,3,1019562,1336463,12.074599650165373,81.8637153201684
3872,601367,913970,0,0.0,349,0,895795,1170287,12.172894978308019,0.0
3873,230493,5549396,0,1.1135802268981934,270,2,2447812,3224486,9.777234948189994,37.18860563152445
3874,205046,6526013,0,1.7822210788726807,301,1,357465,488845,27.887144004244547,27.887144004244547
3875,1071707,2997608,0,0.0,351,0,651846,778013,18.63427538666577,0.0
3876,859430,5994044,0,0.0,443,0,587316,718638,8.094346676931465,0.0
3877,1036268,1894128,0,0.0,258,0,530934,645190,11.117611048721812,0.0
3878,1169543,8237014,0,0.0,457,0,390327,561401,6.15047464362936,0.0
3879,999351,2839239,0,0.0,643,0,331589,389773,9.903223810101107,0.0
3880,1017468,5329567,0,0.0,317,0,1096558,1331014,8.07946347270093,0.0
3881,697796,3258437,0,0.0,303,0,544088,665343,5.450880650971662,0.0
3882,28935,3623009,0,0.0,317,0,881998,1100416,14.395394897138956,0.0
3883,280902,849033,0,0.0,351,0,3424277,4634442,7.837425630640908,0.0
3884,345181,8256376,0,0.0,316,0,879043,1113415,9.530485531670728,0.0
3885,617252,1739009,0,0.0,316,0,3005575,5125109,10.096845179411403,0.0
3886,54373,7202399,0,0.0,279,0,390715,561979,12.89211627988331,0.0
3887,1065963,8773407,0,0.0,304,0,2573560,3413087,11.811631080205194,0.0
3888,75998,8237709,0,2.6370556354522705,291,10,7752945,12445613,-1.6227544983297566,166.98167118651344
3889,1017020,6857600,0,0.0,300,0,2407765,3457008,13.065064979244887,0.0
3890,364362,3988628,0,1.4629502296447754,323,1,799883,1054139,10.249659312640667,26.266793436804573
3891,668293,7714712,0,0.0,302,0,1121251,1554718,11.345258833898336,0.0
3892,454494,5452466,0,0.0,271,0,597510,787804,20.983679544619235,0.0
3893,354935,8785416,0,0.0,318,0,690122,866136,10.113516674400833,0.0
3894,297358,1539664,0,0.0,203,0,1426033,1769682,9.949652531534227,0.0
3895,618410,1478641,0,0.0,124,0,4739269,6411536,18.453381965824374,0.0
3896,759987,2141517,0,0.0,110,0,601184,745406,7.970131723326179,0.0
3897,721923,3494131,0,0.0,504,0,560198,685747,10.845105176931842,0.0
3898,53387,7782057,0,0.0,234,0,1002871,1335189,18.724116575848264,0.0
3899,776439,7876213,0,0.0,217,0,559124,685586,8.137274634215501,0.0
3900,488637,5847207,0,0.0,147,0,120149,198442,14.806812133506504,0.0
3901,496270,8558347,0,0.0,322,0,339672,427439,9.80490656494248,0.0
3902,968707,5727982,0,0.0,412,0,2032281,2631566,15.087760368322037,0.0
3903,783431,4332019,0,0.0,237,0,543283,664396,5.4524582949993885,0.0
3904,177233,5010005,0,0.0,417,0,334851,438765,14.217158005498126,0.0
3905,469145,8225749,0,0.0,157,0,394625,568982,19.80549020848552,0.0
3906,1180527,1302942,0,0.0,296,0,1379609,1884788,12.03039607828852,0.0
3907,439645,257752,0,0.0,294,0,994287,1585646,16.548745909838523,0.0
3908,572099,2556443,0,0.0,271,0,587066,721702,8.023150918300853,0.0
3909,938619,7834132,0,1.094010353088379,580,1,984215,1199128,10.686618991438714,32.461937974471546
3910,68578,3465300,0,0.0,813,0,2610010,3918967,6.555229727291782,0.0
3911,1161664,1537359,0,0.0,287,0,1604814,2022953,12.534018160058395,0.0
3912,65825,957408,0,0.0,268,0,2091961,2878451,6.786497068818158,0.0
3913,447112,5953524,0,0.0,535,0,396937,572603,9.193358252224218,0.0
3914,303445,5858510,0,0.949770450592041,294,1,4649378,7531345,5.9014821244167255,29.829356046919884
3915,957796,3866520,0,0.0,318,0,957528,1154916,8.868725780432037,0.0
3916,461205,5193230,0,0.0,494,0,948844,1479949,9.752021855952602,0.0
3917,196906,13159,0,0.0,117,0,436189,629079,11.238091020160907,0.0
3918,138237,8006978,0,0.0,339,0,302171,383029,10.401794008933788,0.0
3919,451773,3317643,0,0.0,467,0,388806,521298,13.465239078086896,0.0
3920,334868,8314373,0,0.0,162,0,777500,994836,12.127788945638043,0.0
3921,872550,825348,0,0.0,263,0,1592516,1992061,11.870308311845228,0.0
3922,927814,7790492,0,0.0,264,0,1458189,1958543,9.57088947618886,0.0
3923,407971,3779048,0,0.0,313,0,601144,864249,14.774560961675405,0.0
3924,674718,3155430,0,2.0556883811950684,292,1,902142,1112052,12.225514691896251,30.09691709599232
3925,705704,1867177,0,0.0,370,0,553459,683756,5.43267400722484,0.0
3926,272733,386893,0,0.9985321760177612,531,2,3106903,5378054,8.594646106573917,72.3897594122925
3927,879159,1619325,0,0.0,212,0,2448020,3246721,8.252616966002542,0.0
3928,1174666,1850013,0,0.0,157,0,124312,184733,27.13849047678913,0.0
3929,469616,2932796,0,0.0,239,0,88620,129852,19.67220241388197,0.0
3930,921195,589636,0,0.0,251,0,716799,895269,15.592900019108942,0.0
3931,945410,822447,0,0.0,308,0,3811078,6062974,6.194392264095941,0.0
3932,456687,6513028,0,1.2930183410644531,315,1,1076747,1283059,8.292667790444675,21.26424090642975
3933,458965,4763071,0,1.2252542972564697,270,2,2711504,3689628,7.2138756083130975,14.427751216626195
3934,606948,6496471,0,0.0,225,0,709539,950706,10.055158335007796,0.0
3935,100243,5556430,0,0.0,307,0,440795,794696,16.14755947536874,0.0
3936,339465,7647704,0,0.0,253,0,2299150,3091868,8.555021962483188,0.0
3937,684806,7505016,0,0.8045041561126709,535,1,2120240,2904565,9.291650333534786,9.291650333534786
3938,102801,8755266,0,0.0,228,0,715339,1339927,13.883331089978942,0.0
3939,98639,6757447,0,0.0,122,0,353184,444490,16.40012846290359,0.0
3940,691395,4354483,0,0.0,314,0,579076,721958,8.081284873659985,0.0
3941,1148864,6268872,0,0.0,604,0,597012,740898,5.35165596438009,0.0
3942,1024484,139725,0,0.0,402,0,614100,765533,8.278602201403709,0.0
3943,723970,7793109,0,0.0,252,0,607840,755784,10.545423246161498,0.0
3944,457152,4611588,0,0.0,189,0,1002223,1218388,10.868249639883679,0.0
3945,662748,3908914,0,0.0,306,0,854486,1059370,9.818979018486193,0.0
3946,694373,2158697,0,0.0,275,0,757978,1054729,13.15425980992964,0.0
3947,502842,6671781,0,0.0,323,0,692813,963608,11.71191411822598,0.0
3948,53352,7387892,0,0.0,231,0,67068,82521,15.78159796147921,0.0
3949,295891,150623,0,0.0,239,0,3251176,4204576,11.720630559094992,0.0
3950,882324,6381124,0,0.0,541,0,3541503,5821358,13.821506782205752,0.0
3951,1069904,7580630,0,0.0,569,0,1665132,2331680,10.358808286339107,0.0
3952,527656,1933661,0,0.0,124,0,485727,662161,8.796545958272679,0.0
3953,595463,6088323,0,0.0,313,0,936824,1231299,7.57874582331692,0.0
3954,913038,1058229,0,0.0,312,0,1027041,1333590,8.96040118210676,0.0
3955,429565,2889581,0,0.0,416,0,304571,397020,18.296297100054932,0.0
3956,47346,1040255,0,0.0,192,0,441162,713011,12.176482075293157,0.0
3957,684365,1248267,0,0.0,167,0,543531,664831,5.451972030351197,0.0
3958,975278,6598173,0,0.0,260,0,2652656,3394767,14.453385233144639,0.0
3959,250405,3101233,0,0.0,168,0,1338641,1647931,12.497609230103507,0.0
3960,97035,3643574,0,0.0,532,0,291036,366768,16.679784100396112,0.0
3961,744531,7767500,0,0.0,336,0,769747,957790,14.840039115444235,0.0
3962,197191,5553971,0,0.0,564,0,532704,688256,20.611610717496973,0.0
3963,257289,5357035,0,0.0,544,0,3623249,4785149,10.748382028295946,0.0
3964,39981,3357644,0,0.0,431,0,544909,852728,11.642080048312595,0.0
3965,574717,8619606,0,0.0,299,0,1382508,1722610,10.509092941281303,0.0
3966,507486,6244737,0,0.0,234,0,445812,720806,13.8105289093903,0.0
3967,511644,6108963,0,0.0,607,0,163063,276810,8.02864998717266,0.0
3968,121460,7236605,0,0.0,292,0,106824,127027,8.829434263935319,0.0
3969,509818,362357,0,0.0,184,0,39139,47650,11.068232903893115,0.0
3970,898660,8108714,0,0.0,121,0,617913,769512,10.598656851297394,0.0
3971,996526,4423282,0,0.0,203,0,829809,1076033,14.335489017028344,0.0
3972,674977,7916864,0,0.0,160,0,682135,845197,7.897687523954023,0.0
3973,948073,2448175,0,0.0,275,0,1417922,1702064,11.67850094966969,0.0
3974,888308,531687,0,0.0,99,0,1390235,1721699,16.940624663500703,0.0
3975,427608,3641834,0,0.0,218,0,494210,651737,21.731766721650875,0.0
3976,395378,458402,0,0.0,293,0,305377,395288,22.03198081858078,0.0
3977,250665,5762382,0,0.0,592,0,2730915,3480215,12.109371651331958,0.0
3978,450020,358002,0,0.0,183,0,782846,1330279,7.7387926811816214,0.0
3979,987600,3052163,0,0.0,349,0,319986,371642,6.611835954889616,0.0
3980,1036750,5418686,0,0.0,171,0,479583,581281,5.717142740546908,0.0
3981,37754,261476,0,0.0,438,0,404175,677095,9.397691732303432,0.0
3982,664051,283287,0,1.9855892658233643,701,1,1059281,1323960,13.589344487527153,34.76891299440561
3983,719314,3791390,0,0.0,298,0,543268,664361,5.452487712819957,0.0
3984,775937,721934,0,0.0,233,0,753144,914958,7.826131741918836,0.0
3985,846433,998346,0,0.0,591,0,672921,842931,7.945521909291271,0.0
3986,662806,7069919,0,1.9289941787719727,361,2,1064122,1496186,11.659428996851403,73.72620500214887
3987,722007,8576474,0,0.0,219,0,993484,1290896,9.68395335538483,0.0
3988,614936,4350137,0,0.0,249,0,710579,952758,10.053562695162668,0.0
3989,739220,5266187,0,0.0,423,0,564788,693609,8.095832297361117,0.0
3990,877069,3203991,0,0.0,252,0,933883,1166940,11.869067987658497,0.0
3991,734710,3732347,0,0.0,271,0,546747,670023,5.445684981117855,0.0
3992,818047,870435,0,0.0,281,0,1347634,1662915,10.018132349490006,0.0
3993,129957,7547870,0,0.0,283,0,157782,186603,12.619514684530873,0.0
3994,151136,2724012,0,0.0,257,0,3894709,5314563,9.172583939062168,0.0
3995,320948,8456060,0,0.0,292,0,849524,1058977,9.444933683904493,0.0
3996,179802,2662325,0,0.0,255,0,43883,56680,26.377336869714483,0.0
3997,149893,3691754,0,0.0,281,0,907573,1391374,10.478102409890193,0.0
3998,1048254,7561711,0,0.0,626,0,638709,787430,10.526538067400189,0.0
3999,899416,1382333,0,0.0,308,0,1247376,1603910,13.838591891223507,0.0
4000,467065,8037806,0,0.0,252,0,1942033,2805983,7.477975239910135,0.0
4001,953873,4320432,0,0.0,279,0,865304,1044123,8.974467945438548,0.0
4002,508773,4583456,0,0.0,282,0,209285,318413,15.321144017818913,0.0
4003,707869,5036641,0,0.0,258,0,672518,808925,7.721818338250216,0.0
4004,55845,3803070,0,0.0,519,0,215376,343043,22.62723282930555,0.0
4005,205600,6926643,0,0.0,207,0,62218,87655,14.9368882578362,0.0
4006,541046,6122793,0,0.0,549,0,787540,967428,25.038439616629343,0.0
4007,515811,394415,0,0.0,235,0,1503989,1914252,10.589338786928876,0.0
4008,936201,4830983,0,0.0,395,0,2646886,3543212,5.841559610120011,0.0
4009,330953,3998074,0,0.0,293,0,2030330,2741294,13.56407178607763,0.0
4010,854605,3568902,0,0.0,529,0,996105,1255501,11.486570691792988,0.0
4011,634984,2826681,0,0.0,226,0,1256484,1619591,11.320429278774279,0.0
4012,205862,8224243,0,0.0,285,0,236308,366512,18.36149523224287,0.0
4013,1182551,4056108,0,0.0,340,0,390486,561597,13.538250535822032,0.0
4014,656789,5895256,0,0.0,86,0,654846,833826,10.4029703569785,0.0
4015,22774,3826631,0,1.9343833923339844,318,1,438133,613351,23.618169678253004,61.66824998235483
4016,839812,7084675,0,0.0,609,0,674805,856408,7.722335180375119,0.0
4017,22362,8322979,0,0.0,272,0,1862933,2503085,20.13723553830589,0.0
4018,311619,1974283,0,0.0,210,0,2008209,2502614,14.085373308567736,0.0
4019,1172049,1959969,0,0.0,276,0,306628,396914,14.833169068703016,0.0
4020,829987,4636425,0,0.0,209,0,664313,841605,10.506838180849293,0.0
4021,352709,5315944,0,0.0,242,0,684228,941646,12.758409294986498,0.0
4022,650056,7571638,0,0.0,280,0,1327094,1613942,9.05761131128006,0.0
4023,984628,6925857,0,0.0,138,0,314247,364251,9.931664869407298,0.0
4024,580637,49942,0,0.0,284,0,3724348,5111669,6.441959889623724,0.0
4025,676746,5756134,0,0.0,299,0,596566,733843,13.438623535978707,0.0
4026,697211,8568763,0,0.0,708,0,643170,826391,10.578401939871188,0.0
4027,927042,2771526,0,0.0,302,0,1545519,2041929,11.044013205563246,0.0
4028,620904,3750782,0,1.7016572952270508,103,1,861278,1120198,14.88881931195552,54.00245746511657
4029,785822,2521614,0,0.0,317,0,567099,709744,8.088522824209901,0.0
4030,522341,3977909,0,0.0,235,0,413393,705907,20.155158063081164,0.0
4031,608884,1855179,0,0.0,319,0,731651,984935,10.021736672693471,0.0
4032,993816,2058076,0,0.0,426,0,607345,725548,12.591805802850455,0.0
4033,232658,6807307,0,0.0,208,0,2535558,3345872,12.990593777680132,0.0
4034,871051,6346320,0,0.0,262,0,1782538,2210525,14.695129376293183,0.0
4035,871199,2379921,0,0.0,340,0,696773,853898,17.662854165469167,0.0
4036,866279,2200001,0,0.0,643,0,1639554,1969650,14.09203867848758,0.0
4037,875392,5303811,0,0.0,301,0,1413961,1821584,11.62266401946025,0.0
4038,455242,2285691,0,0.0,199,0,641455,1045556,14.28525271770368,0.0
4039,1177048,5157255,0,0.0,388,0,1529014,1997713,11.670634527260635,0.0
4040,828523,1550637,0,0.0,480,0,937801,1435647,9.711915013713782,0.0
4041,946002,1360548,0,0.0,291,0,1427836,1757906,9.627350754953738,0.0
4042,887926,5933483,0,0.0,188,0,770800,1002633,7.5657295492527945,0.0
4043,773594,3137098,0,0.0,434,0,543351,664463,5.452324943732224,0.0
4044,54631,802092,0,0.0,668,0,797017,1232929,11.839675252409474,0.0
4045,580956,1992079,0,0.0,313,0,2201543,2951825,7.223774390145789,0.0
4046,1152997,4721494,0,0.0,540,0,553825,681088,8.140701509215237,0.0
4047,749731,4626464,0,0.0,309,0,549946,674391,10.876874128855086,0.0
4048,867891,4050339,0,0.0,258,0,628532,762101,10.441213721068342,0.0
4049,542082,8300051,0,0.0,262,0,550021,645286,9.15996728062887,0.0
4050,188706,2154398,0,0.0,108,0,848794,1346476,16.783470115340013,0.0
4051,1148307,4113143,0,0.0,293,0,544587,666414,8.176136872006195,0.0
4052,426224,3701580,0,0.0,305,0,591194,834454,18.154689552671854,0.0
4053,790808,6158927,0,0.0,603,0,625248,779742,7.9994771592147575,0.0
4054,873491,5308846,0,0.0,379,0,1042752,1294895,9.085744220997443,0.0
4055,636334,3869289,0,0.0,243,0,1429221,1815284,10.956504851134458,0.0
4056,726673,7765489,0,0.0,343,0,543284,664394,5.452456333838339,0.0
4057,414893,5790071,0,0.0,722,0,117899,164236,15.065540891891978,0.0
4058,926676,3059321,0,5.491878509521484,227,3,2327861,2955245,11.732205989769788,107.73764885147739
4059,763337,483383,0,0.0,199,0,597123,741867,8.074618619243994,0.0
4060,795054,4764297,0,0.0,301,0,578234,719574,8.111404975145685,0.0
4061,122494,7819212,0,0.0,224,0,104853,123822,8.848283045611065,0.0
4062,1007751,1208442,0,0.0,299,0,3482525,4415823,9.194100345642301,0.0
4063,65064,6088939,0,0.0,265,0,1956082,2820883,9.968830009608396,0.0
4064,26878,7547086,0,0.0,402,0,221043,266824,10.322039366432591,0.0
4065,114851,805181,0,0.0,246,0,141515,190997,15.365997975667312,0.0
4066,996914,8795294,0,0.0,244,0,607341,725455,9.264076364711322,0.0
4067,88364,3228245,0,0.0,415,0,195117,311541,23.102946513870062,0.0
4068,114293,634586,0,1.879753589630127,429,1,1408960,1988056,16.218713820213807,16.218713820213807
4069,422971,1182845,0,0.0,276,0,12604,17018,14.567616554878413,0.0
4070,336886,427907,0,0.0,260,0,739612,944764,9.904452116397376,0.0
4071,910751,4373817,0,0.0,356,0,1139612,1479697,8.663853480200704,0.0
4072,1176869,8582679,0,0.0,320,0,2597579,3360375,14.801801015668534,0.0
4073,775967,3391731,0,0.0,301,0,543260,664346,5.452503402634639,0.0
4074,138470,6262796,0,0.0,343,0,227493,280419,7.351562760639893,0.0
4075,246539,8527398,0,1.7964601516723633,514,2,1873571,2401870,12.65767715994606,113.33859108628127
4076,857176,7394930,0,0.0,457,0,789822,1054349,7.656604752162487,0.0
4077,51344,3220212,0,0.0,294,0,151506,223557,12.507786189524818,0.0
4078,737287,997808,0,0.0,728,0,543271,664367,5.4524818291951185,0.0
4079,94369,6280629,0,0.0,610,0,1326848,1820152,17.53177220617368,0.0
4080,702210,1962471,0,0.0,210,0,543280,664387,5.452464178502778,0.0
4081,669509,2460327,0,0.0,476,0,1103343,1384078,13.940020100295655,0.0
4082,72222,2526752,0,0.0,259,0,2365833,3200126,8.421163149896035,0.0
4083,968874,7578971,0,0.0,228,0,636230,761494,17.346739348016598,0.0
4084,790672,445609,0,0.0,314,0,556983,682808,8.15138387694326,0.0
4085,292205,4320624,0,0.0,283,0,1657749,2070814,10.889395994629876,0.0
4086,901953,7748142,0,0.0,270,0,799134,1068393,12.386434066673612,0.0
4087,922367,2714254,0,0.0,303,0,1096770,1375289,15.111187910612161,0.0
4088,135969,7313540,0,0.0,382,0,221299,266969,7.379886215539084,0.0
4089,333970,5731511,0,0.0,469,0,1341856,1695414,12.662164190458238,0.0
4090,636466,7003065,0,0.0,286,0,1196530,1530444,9.180122019703518,0.0
4091,1147330,4012784,0,0.0,285,0,390529,561708,13.380872883344495,0.0
4092,80211,5008378,0,0.9674482345581055,285,1,5449540,9584562,1.8599949655764734,4.194017930900484
4093,330489,7180541,0,0.0,344,0,979218,1256099,9.14334111769709,0.0
4094,204513,8573133,0,0.0,551,0,474363,683149,16.31332461285488,0.0
4095,749353,413509,0,0.0,243,0,543304,664456,8.17864037493579,0.0
4096,912964,5083649,0,0.0,213,0,1432034,1887694,12.39106117252144,0.0
4097,867872,4043057,0,0.0,407,0,3120093,4396382,13.191510260544254,0.0
4098,457067,3303888,0,0.0,281,0,1390604,1739984,12.895164672334516,0.0
4099,1065589,2449931,0,0.0,428,0,3424213,4261636,12.57518898711859,0.0
4100,1141648,2272054,0,0.0,254,0,826615,997045,10.146981402602133,0.0
4101,707469,2400471,0,0.0,329,0,545407,666839,8.174555018245906,0.0
4102,931217,4231072,0,0.0,466,0,565283,699911,8.130688767351486,0.0
4103,325209,3770788,0,3.812807083129883,470,2,2133226,2636106,14.553799186046419,138.60603259883277
4104,142197,7890062,0,1.697180986404419,657,2,767674,948214,8.593097673956242,29.6662766912565
4105,241003,8493205,0,0.0,82,0,884730,1126429,11.564200810509224,0.0
4106,328569,3444640,0,0.0,314,0,2475561,3218417,12.740864717548025,0.0
4107,549255,2314873,0,0.0,243,0,2777872,4560255,12.39443469047178,0.0
4108,259630,4785610,0,1.306955099105835,519,1,1503692,1835915,12.197590122944987,46.2081070999513
4109,434689,2185149,0,0.0,304,0,262430,396746,14.072727157068488,0.0
4110,620130,313168,0,0.0,294,0,1284558,1574603,13.632574098126168,0.0
4111,515305,2611084,0,0.0,502,0,216197,257874,7.403802529714464,0.0
4112,460688,2373994,0,0.0,288,0,550595,836787,18.210283330048853,0.0
4113,812320,8035672,0,0.0,416,0,663558,841868,10.426515022880597,0.0
4114,353758,5459660,0,0.0,274,0,583709,747283,10.682558482336974,0.0
4115,200195,1905032,0,0.0,207,0,245176,379028,21.871174413478784,0.0
4116,1154130,5482104,0,4.6593217849731445,318,4,833693,1057277,12.136603405703475,48.5464136228139
4117,686011,712470,0,0.0,583,0,1288597,1612450,11.414933177246269,0.0
4118,571334,7902317,0,0.0,136,0,750550,916849,9.934489422016627,0.0
4119,647627,2340453,0,0.0,286,0,1235380,1579850,9.091169657606601,0.0
4120,1011472,5152520,0,0.0,314,0,1069336,1299265,8.098462986753335,0.0
4121,8311,1559923,0,1.1802196502685547,303,1,1710061,2083226,12.147583940038407,51.92470495166123
4122,1064385,7314132,0,0.0,244,0,1254910,1615841,15.652086437604273,0.0
4123,583656,6583284,0,0.0,275,0,583300,712247,13.435571557177964,0.0
4124,689118,344365,0,0.0,310,0,555068,682617,8.13312025739177,0.0
4125,987891,3780906,0,0.0,166,0,740884,908583,18.586125920449803,0.0
4126,440520,745826,0,0.0,514,0,127149,155884,17.743544013952295,0.0
4127,959558,4575239,0,0.0,278,0,1193788,1448219,10.40553087128291,0.0
4128,426458,4216798,0,0.0,218,0,150374,204591,19.369231846116357,0.0
4129,732926,5426375,0,0.0,318,0,641060,831168,7.984178327813653,0.0
4130,560075,3943836,0,0.0,526,0,592480,747799,5.359825582514948,0.0
4131,230196,2450842,0,0.9310975074768066,272,1,4183016,5644638,7.566441294662306,22.36290228726685
4132,975882,6516685,0,0.0,186,0,313254,364488,9.947653437112802,0.0
4133,146532,8272014,0,0.0,282,0,860922,1062152,9.914208172875133,0.0
4134,486074,1381125,0,0.0,427,0,107848,126135,17.711418094421298,0.0
4135,37306,2773738,0,0.0,218,0,943339,1367841,13.502519420447154,0.0
4136,1070121,1897535,0,0.0,248,0,309518,437846,14.748602276712798,0.0
4137,1049874,2149622,0,0.0,179,0,880141,1050300,13.137822407424562,0.0
4138,465523,5881212,0,0.0,205,0,405130,530999,14.214840149542033,0.0
4139,578376,62533,0,0.0,299,0,1528481,1879346,10.087507021964857,0.0
4140,794221,1953254,0,0.0,73,0,569452,696133,8.078260663844727,0.0
4141,1007919,3392159,0,1.1202423572540283,427,1,1178712,1506587,7.741015388338014,19.65351813402067
4142,250340,3806040,0,0.0,228,0,1605744,1994034,14.1306660622947,0.0
4143,778944,7186350,0,0.0,335,0,690660,851533,10.643238705261098,0.0
